Title,Environments,Aliases,Owners,Primary URL (Site folder name),Department,Notes
Pediatric Infectious Diseases CMV,"dev, test, prod","cmv.stg.umn.edu, cmv.dev.umn.edu, cmv.dl9.umn.edu","schleiss, adangol",cmv.umn.edu,MED - PEDS - Pediatric,
CPOMResearch,prod,"cpomresearch.dev.umn.edu, cpomresearch.stg.umn.edu",jens0034,cpomresearch.umn.edu,MED - PEDS - Pediatric,
Use of Metformin for prevention and early outpatient treatment of SARS-CoV-2,prod,"metstudy.dev.umn.edu, metstudy.stg.umn.edu, covidout.umn.edu",bramante,metstudy.umn.edu,MED - PEDS - Pediatric,
State Adolescent Health Resource Center (SAHRC),prod,"sahrc.dev.umn.edu, sahrc.stg.umn.edu",muen0001,sahrc.umn.edu,MED - PEDS - Pediatric,
Gale Lab,"test, prod","galelab.dl8.umn.edu, galelab.dev.umn.edu, galelab.stg.umn.edu",kegle015,galelab.umn.edu,MED - PEDS - Pediatric,
Alport Syndrome Treatments and Outcomes Registry,"test, prod","astor.umn.edu, astor.stg.umn.edu, astor.ahc.umn.edu","mert0067, rheau002",astor.umn.edu,MED - PEDS - Pediatric,
Autism Research,"dev, test, prod","autismresearch.stg.umn.edu, autismresearch.dev.umn.edu, autismresearch.dl9.umn.edu",atseng,autismresearch.umn.edu,MED - PSYCH - Psychiatry,
Nielson Lab,"dev, test, prod","nielsonlab.stg.umn.edu, nielsonlab.dev.umn.edu, nielsonlab.dl9.umn.edu",jnielson,nielsonlab.umn.edu,MED - PSYCH - Psychiatry,
Converging Approaches to Neurodevelopment Lab,"dev, test, prod","canlab.dl.umn.edu, canlab.stg.umn.edu, canlab.dev.umn.edu, canlab.dl9.umn.edu, find.umn.edu",cconelea,canlab.umn.edu,MED - PSYCH - Psychiatry,
Adolescent Brain Function Lab (ABF Lab),prod,"abflab.umn.edu, abflab.dev.umn.edu",lewi1538,abflab.umn.edu,MED - PSYCH - Psychiatry,
NeuroPRSMH,prod,neuroprsmh.umn.edu,"svinogra, redish",neuroprsmh.umn.edu,MED - PSYCH - Psychiatry,
Cab lab,prod,"cablab.dl8.umn.edu, cablab.umn.edu","chaox045, yu000289",cablab.umn.edu,MED - PSYCH - Psychiatry,
hdl,prod,hdl.umn.edu,herma686,hdl.umn.edu,MED - PSYCH - Psychiatry,
Vinogradov Lab,prod,"vino.umn.edu, vinogradovlab.umn.edu, cotipplab.umn.edu",scher488,vino.umn.edu,MED - PSYCH - Psychiatry,
Integrated Program Manual: Plastic & Reconstructive Surgery,"test, prod","prsprogrammanual-integrated.stg.umn.edu, prsprogrammanual-integrated.dev.umn.edu, prsprogrammanual-integrated.dl9.umn.edu",mipsan,prsprogrammanual-integrated.umn.edu,MED - SURG (Surgery),
USIG - Undergraduate Surgery Interest Group,prod,usig.umn.edu,harm0031,usig.umn.edu,MED - SURG (Surgery),
Staley Lab,prod,staleylab.dl8.umn.edu,cmstaley,staleylab.umn.edu,MED - SURG (Surgery),
MIN-Corps Resources,"test, prod","mincorpsresources.stg.umn.edu, mincorpsresources.dev.umn.edu, mincorpsresources.dl9.umn.edu","ihdex014, krish238",mincorpsresources.umn.edu,MIN Corps,
Minnesota Research Data Center,"dev, test, prod","mnrdc-d9.dev.umn.edu, mnrdc-d9.stg.umn.edu, www.mnrdc.umn.edu","goray, amcwhinn, canin, sassc",mnrdc.umn.edu,MPC,
IHGIS D9,"dev, test, prod","ihgis-ipums-d9.dev.umn.edu, ihgis-ipums-d9.stg.umn.edu, www.ihgis.ipums.org, ihgis.ipums.org","goray, amcwhinn, canin, sassc",ihgis.ipums.org,MPC,
IPUMS Terra,"dev, test, prod","terra-ipums.dev.umn.edu, terra-ipums.stg.umn.edu, terrapop.org, www.terrapop.org, terra.ipums.org","goray, amcwhinn, canin, sassc",terra.ipums.org,MPC,
IPUMS GeoMarker,"dev, test, prod","geomarker-ipums.dev.umn.edu, geomarker-ipums.stg.umn.edu, geomarker.ipums.org","goray, amcwhinn, canin, sassc",geomarker.ipums.org,MPC,
Life Course Center,"dev, test, prod","lcc-d9.dev.umn.edu, lcc-d9.stg.umn.edu, www.lcc.umn.edu, lcc.prd.umn.edu","goray, amcwhinn, canin, sassc",lcc.umn.edu,MPC,
IPUMS NHGIS,"dev, test, prod","nhgis-d9.dev.umn.edu, nhgis-d9.stg.umn.edu, nhgis.org, www.nhgis.org","goray, amcwhinn, canin, sassc",www.nhgis.org,MPC,
IPUMS,"dev, test, prod","ipums-d9.dev.umn.edu, ipums-d9.stg.umn.edu, ipums.org, www.ipums.org","goray, amcwhinn, canin, sassc",www.ipums.org,MPC,
Ipums Design System,"dev, test, prod","designsystem-ipums.dev.umn.edu, designsystem-ipums.stg.umn.edu, design.ipums.org","goray, amcwhinn, canin, sassc",designsystem.ipums.org,MPC,
U of M Advanced Careers Initiative,"dev, test, prod","umac.dev.umn.edu, umac.stg.umn.edu, umac.umn.edu, www.umac.umn.edu","goray, amcwhinn, canin, sassc",umac.umn.edu,MPC,
NIH Strokenet,"test, prod","nihstrokenet.stg.umn.edu, nihstrokenet.dev.umn.edu, nihstrokenet.dl9.umn.edu","sarah, staug002, hans5471",nihstrokenet.umn.edu,NEUR,
Cha Lab,"test, prod","cha-lab.dev.umn.edu, cha-lab.stg.umn.edu",ycha,cha-lab.umn.edu,NEUR,
Motor Neurophysiology Laboratory,"test, prod","mnl.dl8.umn.edu, mnl.dev.umn.edu, mnl.stg.umn.edu",secooper,mnl.umn.edu,NEUR,
Neuromodulation Research Center,"dev, prod","nmrc.dl8.umn.edu, nmrc.dev.umn.edu, nmrc.stg.umn.edu",doep0013,nmrc.umn.edu,NEUR,
Naval ROTC,"test, prod","nrotc.stg.umn.edu, nrotc.dev.umn.edu, nrotc.dl9.umn.edu",chri3051,nrotc.umn.edu,NROTC,
Heilbronner Lab Website,"dev, test, prod","heilbronnerlab.stg.umn.edu, heilbronnerlab.dev.umn.edu, heilbronnerlab.dl9.umn.edu",heilb028,heilbronnerlab.umn.edu,NSCI Neuroscience Admin (11918),
Alex Kalyuzhny Research,"test, prod","alexkalyuzhnyresearch.stg.umn.edu, alexkalyuzhnyresearch.dev.umn.edu, alexkalyuzhnyresearch.dl9.umn.edu",kalyu001,alexkalyuzhnyresearch.umn.edu,NSCI Neuroscience Admin (11918),
UIC Orders,"dev, test, prod","orders-uic.dev.umn.edu, orders-uic.stg.umn.edu",amun0130,orders-uic.umn.edu,NSCI Neuroscience Admin (11918),
Redish Lab,"test, prod","redishlab.umn.edu, redishlab.dev.umn.edu, redishlab.stg.umn.edu",redish,redishlab.neuroscience.umn.edu,NSCI Neuroscience Admin (11918),
CompNeuro,prod,"compneuro.umn.edu, neuroeconomics.umn.edu",redish,compneuro.umn.edu,NSCI Neuroscience Admin (11918),
ocr,"dev, test, prod","www.ocr.umn.edu, ocr.stg.umn.edu, ocr.dev.umn.edu, ocr.dl8.umn.edu","lisamars, angus025, dougl361, dougl330",ocr.umn.edu,OCR - Office of Conflict Resolution,
Americans with Disabilities Act at the U of M,prod,"ada.dev.umn.edu, ada.stg.umn.edu",lisamars,ada.umn.edu,OED - Office for Equity & Diversity,
"Website for Black Faculty and Staff Association, sponsored by the Office for Equity and Diversity",prod,"bfsa.dev.umn.edu, bfsa.stg.umn.edu",lisamars,bfsa.umn.edu,OED - Office for Equity & Diversity,
Office for Equity & Diversity Education Program,prod,"oeded.dev.umn.edu, oeded.stg.umn.edu","halbm006, oeded, lisamars",oeded.umn.edu,OED - Office for Equity & Diversity,
Sexual Misconduct Prevention Program,prod,"smpp.dev.umn.edu, smpp.stg.umn.edu",lisamars,smpp.umn.edu,OED - Office for Equity & Diversity,
inclusiveu,prod,"inclusiveu.dev.umn.edu, inclusiveu.stg.umn.edu, inclusivecourse.umn.edu, inclusiveu.umn.edu",lisamars,inclusiveu.umn.edu,OED - Office for Equity & Diversity,
"Diversity, Equity, and Inclusion Campus Climate Survey",prod,"youru.dev.umn.edu, youru.stg.umn.edu",lisamars,youru.umn.edu,OED - Office for Equity & Diversity,
Latino/a/x Faculty and Staff Association,prod,"lfsa.dev.umn.edu, lfsa.stg.umn.edu, lfsa.dl9.umn.edu, www.lfsa.umn.edu","uehar003, hern0510, lisamars, migue026",lfsa.umn.edu,OED - Office for Equity & Diversity,
OED VP Candidate Search,prod,"oedcandidates.dev.umn.edu, oedcandidates.stg.umn.edu",lisamars,oedcandidates.umn.edu,OED - Office for Equity & Diversity,
Keeping Our Faculty Symposium,"test, prod","kof.stg.umn.edu, kof.dev.umn.edu, kof.dl9.umn.edu",lisamars,kof.umn.edu,OED - Office for Equity & Diversity,
Office for Supplier Diversity,"dev, test, prod","bced.dev.umn.edu, bced.stg.umn.edu, bced.prd.umn.edu, osd.umn.edu, bced.umn.edu","lisamars, broek023, fuchs142, incex011, nuebl001, angus025, dougl361, dougl330, marks265",osd.umn.edu,OED - Office for Equity & Diversity,
OED Intranet,"dev, test, prod","oedintranet.stg.umn.edu, oedintranet.dev.umn.edu, oedintranet.dl8.umn.edu, oedintranet.umn.edu","lisamars, incex011, angus025, dougl361, dougl330",oedintranet.umn.edu,OED - Office for Equity & Diversity,
President's Postdoctoral Fellowship Program,"dev, test, prod","ppfp.stg.umn.edu, ppfp.dev.umn.edu, ppfp.dl8.umn.edu","lisamars, angus025, dougl361, dougl330",ppfp.umn.edu,OED - Office for Equity & Diversity,
"Institute for Diversity, Equity and Advocacy","dev, test, prod","idea.stg.umn.edu, idea.dev.umn.edu, idea.dl8.umn.edu","jaaf0004, lisamars, angus025, dougl361, dougl330",idea.umn.edu,OED - Office for Equity & Diversity,
Diversity Community of Practice,"dev, test, prod","dcop.stg.umn.edu, dcop.dev.umn.edu, dcop.dl8.umn.edu","lisamars, angus025, dougl361, dougl330",dcop.umn.edu,OED - Office for Equity & Diversity,
The Women's Center,"dev, test, prod","womenscenter.stg.umn.edu, womenscenter.dev.umn.edu, womenscenter.dl8.umn.edu","lisamars, incex011, angus025, dougl361, dougl330",womenscenter.umn.edu,OED - Office for Equity & Diversity,
MCAE,"dev, test, prod","mcae.stg.umn.edu, mcae.dev.umn.edu, mcae.dl8.umn.edu","lisamars, incex011, angus025, dougl361, dougl330",mcae.umn.edu,OED - Office for Equity & Diversity,
Gender and Sexuality Center for Queer and Trans Life,"dev, test, prod","gsc.stg.umn.edu, gsc.dev.umn.edu, gsc.dl8.umn.edu","lisamars, incex011, angus025, dougl361, dougl330",gsc.umn.edu,OED - Office for Equity & Diversity,
Equal Opportunity and Affirmative Action,"dev, test, prod","eoaa.stg.umn.edu, eoaa.dev.umn.edu, eoaa.dl8.umn.edu, eot.umn.edu, eoaa.umn.edu","lisamars, incex011, angus025, dougl361, dougl330",eoaa.umn.edu,OED - Office for Equity & Diversity,
Circle of Indigenous Nations,"dev, test, prod","coin.dev.umn.edu, coin.stg.umn.edu","lisamars, incex011, raul, angus025, dougl361, dougl330",coin.umn.edu,OED - Office for Equity & Diversity,
Office for Equity and Diversity,"dev, test, prod","diversity.dl8.umn.edu, diversity.dev.umn.edu, diversity.stg.umn.edu, campusclimate.umn.edu, campus-climate.umn.edu","lisamars, tmikk, marsh058, angus025, dougl361, dougl330",diversity.umn.edu,OED - Office for Equity & Diversity,
oedsandbox.dl8.umn.edu,prod,"oedsandbox.dev.umn.edu, oedsandbox.stg.umn.edu","lisamars, fuchs142, angus025, dougl361, dougl330",oedsandbox.dl8.umn.edu,OED - Office for Equity & Diversity,
Graduate Assistant Unionization Effort at UMN,prod,"gradunionization.stg.umn.edu, gradunionization.dev.umn.edu",irsfe008,gradunionization.umn.edu,OHR - Office of Human Resources,
HR Leads,"dev, test, prod","hrleads.stg.umn.edu, hrleads.dev.umn.edu, hrleads.dl9.umn.edu",payet003,hrleads.umn.edu,OHR - Office of Human Resources,
University of Minnesota Leadership Challenges,"test, prod","erveca.stg.umn.edu, erveca.dev.umn.edu, erveca.dl9.umn.edu",oalepova,erveca.ltd.umn.edu,OHR - Office of Human Resources,
Navigating Your Report Data,"dev, test, prod","ee-ltd.dl9.umn.edu, ee-ltd.dev.umn.edu, ee-ltd.stg.umn.edu",oalepova,ee.ltd.umn.edu,OHR - Office of Human Resources,
Enterprise Data Management and Reporting,"dev, test, prod","edmr-d8.dev.umn.edu, edmr.dl8.umn.edu, edmr-d8.stg.umn.edu, www.edmr.umn.edu",walla819,edmr.umn.edu,OIR - Office of Institutional Research,
oir-d8.umn.edu,"dev, test, prod","oir-d8.dev.umn.edu, oir-d8.stg.umn.edu, www.oir.umn.edu, oir.umn.edu","tarab005, kendrick, delo0041, perr0273",oir.umn.edu,OIR - Office of Institutional Research,
UMND1003 Test Site,"dev, test, prod","umnd1003.umn.edu, umnd1003.stg.umn.edu, umnd1003.dev.umn.edu",starr027,aaumnd1003.umn.edu,OIT,
d907-05,"dev, test, prod","d907-05.stg.umn.edu, d907-05.dev.umn.edu, www.d907-05.umn.edu",,d907-05.umn.edu,OIT,
umnd1002 test site,"dev, test, prod","umnd1002.dev.umn.edu, umnd1002.stg.umn.edu, umnd1002.umn.edu","starr027, rimbu002, amara060, djk",umnd1002.umn.edu,OIT,
UMN D907 Test site,"dev, test, prod","umnd907.stg.umn.edu, umnd907.dev.umn.edu, umnd907.umn.edu, www.umnd907.umn.edu","starr027, rimbu002, amara060",aumnd907.umn.edu,OIT,
Academic Technology SHAREcase,prod,"atsharecase.dev.umn.edu, atsharecase.stg.umn.edu, aticop.umn.edu",kellie,atsharecase.umn.edu,OIT,
UMND804 Test Site,"dev, test, prod","umnd804.dev.umn.edu, umnd804.stg.umn.edu, umnd804.umn.edu",,umnd804.umn.edu,OIT,
UMN CFANS D8 Test Site,"dev, test, prod","umncfansd8.dev.umn.edu, umncfansd8.stg.umn.edu, umncfansd8.umn.edu",,umncfansd8.umn.edu,OIT,
Cole's Sandbox,"dev, prod","ck-sandbox.dev.umn.edu, ck-sandbox.stg.umn.edu, ck-sandbox.prd.umn.edu",king1591,ck-sandbox.umn.edu,OIT - Office of Information Technology,
Navigating AI @ UMN,prod,"ai.dev.umn.edu, ai.stg.umn.edu, ai.prd.umn.edu",c-good,ai.umn.edu,OIT - Office of Information Technology,
d907-06,"dev, test, prod","d907-06.stg.umn.edu, d907-06-a-record.umn.edu, www.d907-06.umn.edu, d907-06.umn.edu, d907-06.dev.umn.edu",,d907-06.umn.edu,OIT - Office of Information Technology,
OIT User Support Performance Metrics,prod,"usmetrics.dev.umn.edu, usmetrics.stg.umn.edu","hsuxx272, perkins",usmetrics.umn.edu,OIT - Office of Information Technology,
Northside Summer Internship Program,"dev, test, prod","northsideinterns.dev.umn.edu, northsideinterns.stg.umn.edu, northsideinterns.umn.edu",coryfoss,northsideinterns.umn.edu,OIT - Office of Information Technology,
UMNDM Test site,"dev, test, prod","umndm.umn.edu, umndm.stg.umn.edu, umndm.dev.umn.edu","rimbu002, starr027, amara060, kjk, djk",aumndm.umn.edu,OIT - Office of Information Technology,
d907-04,"dev, test, prod","d907-04.dev.umn.edu, d907-04.stg.umn.edu",kjk,d907-04.umn.edu,OIT - Office of Information Technology,
d907-03,"dev, test, prod","d907-03.dev.umn.edu, d907-03.stg.umn.edu",kjk,d907-03.umn.edu,OIT - Office of Information Technology,
d907-02,"dev, test, prod","d907-02.dev.umn.edu, d907-02.stg.umn.edu, d907-02.prd.umn.edu, d907-02-a-record.umn.edu, d907-02.umn.edu",kjk,d907-02.umn.edu,OIT - Office of Information Technology,
d907-01,"dev, test, prod","d907-01.dev.umn.edu, d907-01.stg.umn.edu, d907-01.prd.umn.edu, d907-01-a-record.umn.edu, www.d907-01-a-record.umn.edu, 907edge.umn.edu, www.907edge.umn.edu",kjk,d907-01.umn.edu,OIT - Office of Information Technology,
CTS Microsite Testing,"dev, test, prod","cts-testing.dev.umn.edu, cts-testing.stg.umn.edu, cts-microsite-testing.umn.edu, cts-testing.umn.edu","djk, kjk, corri129",cts-testing.umn.edu,OIT - Office of Information Technology,
Tai's Sandbox Environment,"dev, prod","tm-sandbox.dev.umn.edu, tm-sandbox.stg.umn.edu, taisand.umn.edu",tmclau,taisand.umn.edu,OIT - Office of Information Technology,
UMND1001 Test Site,"dev, test, prod","umnd1001.umn.edu, umnd1001.stg.umn.edu, umnd1001.dev.umn.edu",starr027,aumnd1001.umn.edu,OIT - Office of Information Technology,
Wei,"dev, test, prod","weidev.dev.umn.edu, weidev.stg.umn.edu, wei.umn.edu",hsuxx272,weidev.umn.edu,OIT - Office of Information Technology,
IT Content,"dev, test, prod","it-content.dev.umn.edu, it-content.stg.umn.edu","c-good, mamiller",it-content.umn.edu,OIT - Office of Information Technology,
umnd908 test site,"dev, test, prod","umnd908.dl9.umn.edu, umnd908.stg.umn.edu, umnd908.dev.umn.edu, umnd908.umn.edu, umnd908test.stg.umn.edu, umnd908test.umn.edu, cdntest1.umn.edu, cdntest4.umn.edu, cdntest3.umn.edu, cdntest5.umn.edu, cdntest6.umn.edu, cdntest7.umn.edu",oitadmin,aumnd908.umn.edu,OIT - Office of Information Technology,
djk,"dev, test, prod","djk.dev.umn.edu, djk.stg.umn.edu",djk,djk.umn.edu,OIT - Office of Information Technology,
Noah's Sandbox,prod,"nc-sandbox.dev.umn.edu, nc-sandbox.stg.umn.edu",chalf007,nc-sandbox.umn.edu,OIT - Office of Information Technology,
ME Lab Website Training,prod,"metraining.dev.umn.edu, metraining.stg.umn.edu",nelse007,metraining.umn.edu,OIT - Office of Information Technology,
U of MN DevOps,"test, prod","devops.stg.umn.edu, devops.dev.umn.edu, devops.dl9.umn.edu","tram0004, jake",devops.umn.edu,OIT - Office of Information Technology,
UMNURD8 Test Site,"urtst, dev, test, prod","umnurd8.dev.umn.edu, umnurd8.stg.umn.edu, umnurd8.urtst.umn.edu",,umnurd8.umn.edu,OIT - Office of Information Technology,
UMN D802 Test Site,"dev, test, prod","umnd802.stg.umn.edu, umnd802.dev.umn.edu",,umnd802.umn.edu,OIT - Office of Information Technology,
UMN D801 Test Site,"dev, test, prod","umnd801.dev.umn.edu, umnd801.stg.umn.edu",,umnd801.umn.edu,OIT - Office of Information Technology,
Solr Test,"test, prod","solrtest.umn.edu, solrtest.dev.umn.edu, solrtest.stg.umn.edu","rimbu002, starr027, amara060, djk",solrtest.umn.edu,OIT - Office of Information Technology,
The Shed,prod,"the-shed.dev.umn.edu, the-shed.stg.umn.edu",kellie,the-shed.umn.edu,OIT - Office of Information Technology,
Document Management Advisory Council,"test, prod","dmtadvisory.dev.umn.edu, dmtadvisory.stg.umn.edu","neisenkk, spn, weston",dmtadvisory.umn.edu,OIT - Office of Information Technology,
OIT Employees Center,"dev, test, prod","oit-employees.stg.umn.edu, oit-employees.dev.umn.edu",c-good,oit-employees.umn.edu,OIT - Office of Information Technology,
Research Cyberinfrastructure Champions,prod,"rcc.dev.umn.edu, rcc.stg.umn.edu","elar, kellie",rcc.umn.edu,OIT - Office of Information Technology,
UMND902 Test site,"dev, test, prod","umnd902.dev.umn.edu, umnd902.stg.umn.edu, umnd902.umn.edu",starr027,aumnd902.umn.edu,OIT - Office of Information Technology,
Unizin,"dev, test, prod","unizin.stg.umn.edu, unizin.dev.umn.edu, unizin.dl9.umn.edu","c-good, rjkos, kellie, stade",unizin.umn.edu,OIT - Office of Information Technology,
Open Education Challenge Series,prod,"oechallenge.dev.umn.edu, oechallenge.stg.umn.edu",englu061,oechallenge.umn.edu,OIT - Office of Information Technology,
googleadvisory.umn.edu,prod,"googleadvisory.dev.umn.edu, googleadvisory.stg.umn.edu",weston,googleadvisory.umn.edu,OIT - Office of Information Technology,
ULTA - University Learning Technology Advisors,"dev, test, prod","ulta.stg.umn.edu, ulta.dev.umn.edu, ulta.dl8.umn.edu","c-good, kellie",ulta.umn.edu,OIT - Office of Information Technology,
D901 Test site,"dev, test, prod","umnd901.stg.umn.edu, umnd901.dev.umn.edu, umnd901.umn.edu",starr027,aaumnd901.umn.edu,OIT - Office of Information Technology,
UMND806 Test site,"dev, test, prod","aumnd806.stg.umn.edu, aumnd806.dev.umn.edu, umnd806.dev.umn.edu, umnd806.stg.umn.edu, umnd806.umn.edu",starr027,umnd806.umn.edu,OIT - Office of Information Technology,
UMND805 Test Site,"dev, test, prod","umnd805.dev.umn.edu, umnd805.stg.umn.edu, umnd805.umn.edu",starr027,umnd805.umn.edu,OIT - Office of Information Technology,
UMN Google Day,"dev, test, prod","google-day.dev.umn.edu, google-day.stg.umn.edu, google-day.umn.edu",c-good,google-day.umn.edu,OIT - Office of Information Technology,
sntdx-drupal.umn.edu,"dev, test, prod","sntdx-drupal.dev.umn.edu, sntdx-drupal.stg.umn.edu","mamiller, devel016",it-knowledge.umn.edu,OIT - Office of Information Technology,
Dialog.umn.edu,"test, prod","dialog.dev.umn.edu, dialog.dl8.umn.edu, dialog.stg.umn.edu","kellie, c-good",dialog.umn.edu,OIT - Office of Information Technology,
OIT Intranet,prod,"oit-intranet.umn.edu, oit-intranet.dev.umn.edu",kellie,oit-intranet.umn.edu,OIT - Office of Information Technology,
dl8training.umn.edu,prod,dl8training.umn.edu,nelse007,dl8training.umn.edu,OIT - Office of Information Technology,
The Attic,"dev, prod","atline.umn.edu, atline.stg.umn.edu, attic.umn.edu, attic.dev.umn.edu",froye001,atline.umn.edu,OIT - Office of Information Technology,
Learning Analytics Meet Up,"test, prod",learning-analytics.stg.umn.edu,"kellie, c-good",learning-analytics.umn.edu,OIT - Office of Information Technology,
PCI D8 Test site,"dev, test, prod","pcid8.dev.umn.edu, pcid8.stg.umn.edu, pcid8.umn.edu, umnpcid8.dev.umn.edu, umnpcid8.stg.umn.edu",,umnpcid8.umn.edu,OIT - Office of Information Technology,
OIT D8 02 test site,"dev, test, prod","oit-d8-07.dev.umn.edu, oit-d8-07.stg.umn.edu",,oit-d8-07.umn.edu,OIT - Office of Information Technology,
OIT D8 01,"dev, test, prod","oit-d8-01.dev.umn.edu, oit-d8-01.stg.umn.edu",starr027,oit-d8-01.umn.edu,OIT - Office of Information Technology,
SUA History,"dev, test, prod","sua-history.dev.umn.edu, sua-history.stg.umn.edu, sua-history.umn.edu",fonta056,sua-history.umn.edu,OSA - Office of Student Affairs,
SUA Student Site,"dev, test, prod","student-sua.dev.umn.edu, student-sua.stg.umn.edu",leibfrie,student.sua.umn.edu,OSA - Office of Student Affairs,
carepackages.umn.edu,"dev, test, prod","carepackages-d9.dev.umn.edu, carepackages-d9.stg.umn.edu",fonta056,carepackages.umn.edu,OSA - Office of Student Affairs,
Behavioral Consultation Team,"dev, test, prod","bct.dl9.umn.edu, bct.stg.umn.edu, bct.dev.umn.edu","sarahgd, osacare, omodt017",bct.umn.edu,OSA - Office of Student Affairs,
Ski-U-Crew,"dev, test, prod","skiucrew.stg.umn.edu, skiucrew.dev.umn.edu, skiucrew.dl9.umn.edu","fonta056, leibfrie",skiucrew.umn.edu,OSA - Office of Student Affairs,
goldpass.umn.edu,"test, prod","goldpass.dl8.umn.edu, goldpass.dev.umn.edu, goldpass.stg.umn.edu, www.goldpass.umn.edu, goldpass.oit.umn.edu, handshake.umn.edu, goldpass.umn.edu, www.handshake.umn.edu","jhoarn, rahrah",goldpass.umn.edu,OSA - Office of Student Affairs,
Office of National and International Scholarships,"dev, test, prod","onis.dev.umn.edu, onis.stg.umn.edu","aemig, swart113, meyer150, lang0925",onis.umn.edu,OUE - Office of Undergraduate Education,
Coaching Skills Training Program,"dev, test, prod","coachingskills.dev.umn.edu, coachingskills.stg.umn.edu, cstp.umn.edu","meyer150, lang0925",coachingskills.umn.edu,OUE - Office of Undergraduate Education,
Just Education,prod,"justeducation.dev.umn.edu, justeducation.stg.unumn.edu","meyer150, lang0925",justeducation.umn.edu,OUE - Office of Undergraduate Education,
Tour Guides,"dev, test, prod","tourguide.dev.umn.edu, tourguide.stg.umn.edu, tourguide.umn.edu, www.tourguide.umn.edu","wals0214, meyer150, lang0925",tourguide.umn.edu,OUE - Office of Undergraduate Education,
foodscubed.umn.edu,"dev, test, prod","foodscubed.dev.umn.edu, foodscubed.stg.umn.edu","narva024, dicke471, cardi191, netla045, vasqu299",foodscubed.umn.edu,OVPR - Office of Vice President for Research,
Census Mosaic,"dev, test, prod","censusmosaic.dev.umn.edu, censusmosaic.stg.umn.edu, mosaic.ipums.org","goray, mpcdrupl, amcwhinn, canin, sassc",censusmosaic.org,OVPR - Office of Vice President for Research,
Fostering Strategic Partnerships Through a Faculty Learning Community,prod,"buildinglearning-communities.dev.umn.edu, buildinglearning-communities.stg.umn.edu",cmbryant,buildinglearning-communities.umn.edu,OVPR - Office of Vice President for Research,
SUA Staff,prod,"staff-sua.stg.umn.edu, staff-sua.dev.umn.edu",fonta056,staff.sua.umn.edu,OVPR - Office of Vice President for Research,
Institute on the Environment Intranet,prod,"intranet-environment.dev.umn.edu, intranet-environment.stg.umn.edu",gree2190,intranet.environment.umn.edu,OVPR - Office of Vice President for Research,
MIDB Family Resources Portal - demo,prod,"midb-family-resource-portal-demo.dev.umn.edu, midb-family-resource-portal-demo.stg.umn.edu",tpengo,midb-family-resource-portal-demo.umn.edu,OVPR - Office of Vice President for Research,
cdoh.ipums.org,"dev, test, prod","cdoh.ipums.org, cdoh-ipums.dev.umn.edu, cdoh-ipums.stg.umn.edu","goray, amcwhinn, canin, sassc",cdoh.ipums.org,OVPR - Office of Vice President for Research,
EdSHARe,"dev, test, prod","edshareproject.dev.umn.edu, edshareproject.stg.umn.edu, edshareproject.org","goray, amcwhinn, canin, sassc",edshareproject.org,OVPR - Office of Vice President for Research,
Midwest Climate Adaptation Science Center,"dev, test, prod","mwcasc.dev.umn.edu, mwcasc.stg.umn.edu","jdelfiac, angus025, dougl361, dougl330",mwcasc.umn.edu,OVPR - Office of Vice President for Research,
daynamica.umn.edu,prod,"daynamica.dev.umn.edu, daynamica.stg.umn.edu, daynamica.dl9.umn.edu, daynamica.umn.edu",yingling,daynamica.umn.edu,OVPR - Office of Vice President for Research,
LawSeqSM Mapping and Shaping the Law of Genomics,"dev, test, prod","lawseq-d9.dev.umn.edu, lawseq-d9.stg.umn.edu, lawseq-d9.prd.umn.edu, www.lawseq.umn.edu","tvet0004, santa195",lawseq.umn.edu,OVPR - Office of Vice President for Research,
Stress Reduction for Couples,prod,"reducingstress.dev.umn.edu, reducingstress.stg.umn.edu",nordstro,reducingstress.umn.edu,OVPR - Office of Vice President for Research,
Center for Medical Device Cybersecurity,"test, prod","cmdc.dev.umn.edu, cmdc.stg.umn.edu",mgustafs,cmdc.umn.edu,OVPR - Office of Vice President for Research,
Fostering Strategic Partnerships: Building and Broadening Research on African American Families,prod,"build-broaden.dev.umn.edu, build-broaden.stg.umn.edu",nordstro,build.broaden.umn.edu,OVPR - Office of Vice President for Research,
Consortium,"dev, test, prod","consortium-d9.dev.umn.edu, consortium-d9.stg.umn.edu, www.consortium.umn.edu, consortium-d9.prd.umn.edu","tvet0004, anderslj, thale, holmq162, hend0054, thom8963",consortium.umn.edu,OVPR - Office of Vice President for Research,
University of Minnesota Genomics Center,"dev, test, prod","genomics.dev.umn.edu, genomics.stg.umn.edu, genomics.prd.umn.edu, www.genomics.umn.edu, genomics.umn.edu","devel016, ande3650",genomics.umn.edu,OVPR - Office of Vice President for Research,
COVID Travel Impact Study (CTI Study),prod,"cti.dev.umn.edu, cti.stg.umn.edu",yingling,cti.umn.edu,OVPR - Office of Vice President for Research,
Cura D8,"dev, test, prod","cura.dev.umn.edu, cura.stg.umn.edu, cura.prd.umn.edu, cura.umn.edu, www.cura.umn.edu, art.cura.umn.edu, www.art.cura.umn.edu","meyer150, lang0925, swart113",cura.umn.edu,OVPR - Office of Vice President for Research,
hiresearchsupport,prod,"hiresearchsupport.umn.edu, hiresearchsupport.dev.umn.edu",jmcdonal,hiresearchsupport.umn.edu,OVPR - Office of Vice President for Research,
